Mean Score,Participant Mean Scores,Most common best Parameter,True Label,Predicted Label
_,_,_,100.0000014901,91.4937528153979
_,_,_,100.0000014901,95.98750433436199
_,_,_,100.0000014901,90.95008619453198
_,_,_,100.0000014901,93.49382606859989
_,_,_,100.0000014901,102.04969701145
_,_,_,100.0000014901,78.99985473064001
_,_,_,100.0000014901,93.999928177636
_,_,_,100.0000014901,96.95637144372988
_,_,_,98.7576142035,92.0000196761644
_,_,_,0.0,102.95023282046397
_,_,_,0.0,88.47515357304091
_,_,_,49.3751459369,78.4812555255599
_,_,_,50.0000007451,99.46256511155903
_,_,_,50.0000007451,73.97511674526993
_,_,_,50.0000007451,93.96879527196388
_,_,_,50.0000007451,88.99985487956197
_,_,_,50.0000007451,86.46890499492892
_,_,_,50.0000007451,90.4875774758919
_,_,_,50.0000007451,98.50635985108887
_,_,_,50.0000007451,86.4688317718449
_,_,_,50.0000007451,89.02492229539602
_,_,_,50.0000007451,86.2624434638369
_,_,_,50.0000007451,96.74077506603494
_,_,_,50.0000007451,82.03117073885291
_,_,_,50.0000007451,86.0281563594454
_,_,_,148.7502926096,93.90959881731294
_,_,_,150.0000022352,89.46280293837088
_,_,_,150.0000022352,82.25307058195234
_,_,_,150.0000022352,97.98765081103002
_,_,_,150.0000022352,88.97500713404798
_,_,_,150.0000022352,90.950159417862
_,_,_,150.0000022352,90.74066514167048
_,_,_,150.0000022352,89.97515359569599
_,_,_,150.0000022352,93.97500720824
_,_,_,150.0000022352,87.00610339801689
_,_,_,100.6248563059,91.765695960453
_,_,_,100.0000014901,81.99375267378791
_,_,_,100.0000014901,85.6971632064874
_,_,_,100.0000014901,91.97212088018654
_,_,_,100.0000014901,80.96269297668991
_,_,_,100.0000014901,79.95633457853391
_,_,_,100.0000014901,87.99992808802489
_,_,_,100.0000014901,87.51874694813289
_,_,_,100.0000014901,94.9626931855909
_,_,_,100.0000014901,97.93780887299401
_,_,_,100.0000014901,94.69078665157194
_,_,_,100.0000014901,88.19703510272744
_,_,_,99.3788078438,81.98787024221292
_,_,_,50.0000007451,89.962583275796
_,_,_,50.0000007451,87.47820460886095
_,_,_,50.0000007451,105.96243706750197
_,_,_,50.0000007451,97.00632321699187
_,_,_,50.0000007451,81.23763225539734
_,_,_,50.0000007451,91.4626382155605
_,_,_,50.0000007451,90.937589098132
_,_,_,50.0000007451,102.45023281273144
_,_,_,50.0000007451,102.92516540435
_,_,_,50.0000007451,103.72193799705644
_,_,_,50.0000007451,99.24375293069352
_,_,_,50.0000007451,89.96258327586398
_,_,_,50.0000007451,95.4782047278629
_,_,_,50.0000007451,104.6969438195921
_,_,_,51.2423880255,95.04359480526888
_,_,_,150.0000022352,95.20947738581052
_,_,_,150.0000022352,97.45640806285188
_,_,_,150.0000022352,84.96265642450201
_,_,_,150.0000022352,90.98125571193088
_,_,_,150.0000022352,89.49373447955196
_,_,_,150.0000022352,87.98765066214999
_,_,_,150.0000022352,87.00933750668291
_,_,_,150.0000022352,88.2032470392849
_,_,_,150.0000022352,97.96879533140088
_,_,_,149.378808598,92.45322879656747
_,_,_,100.0000014901,89.98750424485799
_,_,_,100.0000014901,85.9875041853389
_,_,_,100.0000014901,92.4875775054949
_,_,_,100.0000014901,86.71568919561841
_,_,_,100.0000014901,89.53124407394088
_,_,_,100.0000014901,102.01227894589398
_,_,_,100.0000014901,78.48445302261537
_,_,_,100.0000014901,90.98131062898645
_,_,_,100.0000014901,83.47511688694591
_,_,_,100.0000014901,91.98136556178791
_,_,_,100.0000014901,93.47508042440188
_,_,_,100.0000014901,101.91259507026197
_,_,_,149.3751474346,83.87546962998199
_,_,_,150.0000022352,92.000074594666
_,_,_,150.0000022352,94.96265657369999
_,_,_,150.0000022352,95.23448988406244
_,_,_,150.0000022352,85.45622482540392
_,_,_,150.0000022352,83.98735770852402
_,_,_,150.0000022352,87.92509195717602
_,_,_,150.0000022352,97.98143887424087
_,_,_,150.0000022352,97.43777225358889
_,_,_,150.0000022352,90.96894167393793
_,_,_,51.2497103554,93.09968526260198
_,_,_,50.0000007451,91.92545813372199
