Mean Score,Test Scores,Most common best Parameter,True Label,Predicted Label
_,_,_,100.0000014901,92.77355513696338
_,_,_,100.0000014901,85.52361286067571
_,_,_,100.0000014901,89.83921520384439
_,_,_,98.7576142035,84.6829760322527
_,_,_,0.0,78.47376436574223
_,_,_,0.0,87.70174384924627
_,_,_,49.3751459369,100.32341200164221
_,_,_,50.0000007451,93.01095765492838
_,_,_,50.0000007451,98.30459485609246
_,_,_,50.0000007451,96.30503572606
_,_,_,50.0000007451,88.79392013751558
_,_,_,50.0000007451,91.55495923165792
_,_,_,50.0000007451,93.43717639900974
_,_,_,50.0000007451,89.04690192221199
_,_,_,50.0000007451,93.96511392345235
_,_,_,50.0000007451,97.52441181168273
_,_,_,50.0000007451,81.11615210443841
_,_,_,50.0000007451,95.92090704088235
_,_,_,50.0000007451,91.72061179709219
_,_,_,50.0000007451,89.7040672583437
_,_,_,148.7502926096,84.50979861676369
_,_,_,150.0000022352,87.82113555008799
_,_,_,150.0000022352,83.88245134215873
_,_,_,150.0000022352,94.67577391775265
_,_,_,150.0000022352,90.37622036052504
_,_,_,150.0000022352,91.03630364367135
_,_,_,150.0000022352,93.53768124884473
_,_,_,150.0000022352,92.74988510672074
_,_,_,150.0000022352,87.31771242209862
_,_,_,150.0000022352,87.98709465535985
_,_,_,100.6248563059,91.16868212100827
_,_,_,100.0000014901,99.53252622868891
_,_,_,100.0000014901,89.88152377284156
_,_,_,100.0000014901,90.37312266628534
_,_,_,100.0000014901,85.09694329008191
_,_,_,100.0000014901,99.52852248665457
_,_,_,100.0000014901,103.20249145129074
_,_,_,100.0000014901,85.28763236631943
_,_,_,100.0000014901,86.69698198201229
_,_,_,100.0000014901,89.51329567239281
_,_,_,100.0000014901,93.53188851050427
_,_,_,100.0000014901,95.50104288871897
_,_,_,99.3788078438,86.15608024218967
_,_,_,50.0000007451,92.61451274203158
_,_,_,50.0000007451,89.95414283621743
_,_,_,50.0000007451,92.41701820950435
_,_,_,50.0000007451,95.96175033892482
_,_,_,50.0000007451,81.46906842252355
_,_,_,50.0000007451,93.60982703917307
_,_,_,50.0000007451,98.99099635326162
_,_,_,50.0000007451,100.28227082027594
_,_,_,50.0000007451,86.31955790025499
_,_,_,50.0000007451,91.3215096252408
_,_,_,50.0000007451,90.63995604913038
_,_,_,50.0000007451,89.13689848825891
_,_,_,50.0000007451,93.25758743790213
_,_,_,50.0000007451,91.41744741575167
_,_,_,51.2423880255,94.89904309301807
_,_,_,150.0000022352,83.70574520353854
_,_,_,150.0000022352,95.6098272702574
_,_,_,150.0000022352,103.6593321563679
_,_,_,150.0000022352,88.4067150250365
_,_,_,150.0000022352,87.22376989256679
_,_,_,150.0000022352,94.52834935621992
_,_,_,150.0000022352,90.5310372906762
_,_,_,150.0000022352,87.46201842921735
_,_,_,150.0000022352,98.84853440832805
_,_,_,149.378808598,86.97695490770327
_,_,_,100.0000014901,91.76473290318822
_,_,_,100.0000014901,93.12316429805325
_,_,_,100.0000014901,85.39422659170278
_,_,_,100.0000014901,89.54316365726754
_,_,_,100.0000014901,82.2720158051538
_,_,_,100.0000014901,82.98746183224439
_,_,_,100.0000014901,94.58748492024057
_,_,_,100.0000014901,88.3220176455248
_,_,_,100.0000014901,97.3289551994642
_,_,_,100.0000014901,94.77729596496916
_,_,_,100.0000014901,91.46853328335551
_,_,_,100.0000014901,99.5847925139628
_,_,_,149.3751474346,90.52128069934271
_,_,_,150.0000022352,82.8441610444446
_,_,_,150.0000022352,88.19589584459885
_,_,_,150.0000022352,86.23995909058058
_,_,_,150.0000022352,93.3436199550253
_,_,_,150.0000022352,93.95495818245499
_,_,_,150.0000022352,95.63714289946942
_,_,_,150.0000022352,88.67250729522142
_,_,_,150.0000022352,93.41014739661289
_,_,_,150.0000022352,96.18455385304478
_,_,_,51.2497103554,85.97991015757545
