Mean Score,Participant Scores,True Label,Predicted Label
_,_,50.0,106.38436
_,_,50.0,96.08147
_,_,50.0,117.64303
_,_,150.0,99.598724
_,_,150.0,96.42125
_,_,150.0,112.730965
_,_,150.0,81.10058
_,_,150.0,95.51772
_,_,150.0,100.74062
_,_,150.0,106.11921
_,_,150.0,91.25655
_,_,150.0,120.10229
_,_,100.624855,82.60603
_,_,100.0,103.12803
_,_,100.0,121.68261
_,_,100.0,125.43236
_,_,100.0,110.38561
_,_,100.0,86.54212
_,_,100.0,63.59752
_,_,100.0,93.24252
_,_,100.0,93.512314
_,_,100.0,106.95615
_,_,100.0,74.485664
_,_,100.0,72.71311
_,_,99.37881,94.84112
_,_,50.0,91.558685
_,_,50.0,79.903015
_,_,50.0,82.7459
_,_,50.0,89.79313
_,_,50.0,89.73102
_,_,50.0,107.55104
_,_,50.0,101.97929
_,_,50.0,69.178696
_,_,50.0,79.42935
_,_,50.0,86.69205
_,_,50.0,97.62733
_,_,50.0,85.281845
_,_,50.0,93.11421
_,_,50.0,102.0274
_,_,51.24239,104.70678
_,_,150.0,93.22335
_,_,150.0,95.01532
_,_,150.0,94.847984
_,_,150.0,123.38501
_,_,150.0,92.55644
_,_,150.0,97.51292
_,_,150.0,83.92936
_,_,150.0,76.225914
_,_,150.0,117.54843
_,_,149.37881,41.27175
_,_,100.0,88.0395
_,_,100.0,86.39005
_,_,100.0,110.1915
_,_,100.0,106.489136
_,_,100.0,102.268715
_,_,100.0,107.43968
_,_,100.0,70.4136
_,_,100.0,68.553116
_,_,100.0,100.83422
_,_,100.0,92.0879
_,_,100.0,68.09119
_,_,100.0,110.033195
_,_,149.37515,94.55884
_,_,150.0,100.23754
_,_,150.0,85.65917
_,_,150.0,100.61089
_,_,150.0,105.67418
_,_,150.0,99.99487
_,_,150.0,111.6673
_,_,150.0,84.25489
_,_,150.0,81.23901
_,_,150.0,108.2093
_,_,51.24971,97.16676
_,_,50.0,107.98118
_,_,50.0,108.9213
_,_,50.0,101.42987
_,_,50.0,66.00827
_,_,50.0,93.05724
_,_,50.0,71.637955
_,_,50.0,107.29485
_,_,50.0,104.61315
_,_,50.0,91.359985
_,_,50.0,114.98383
_,_,50.0,95.47923
_,_,50.0,110.422485
_,_,50.0,100.73886
_,_,50.0,105.20904
_,_,99.375145,61.140583
_,_,100.0,107.01724
_,_,100.0,66.616196
_,_,100.0,107.94289
_,_,100.0,93.473656
_,_,100.0,97.94751
_,_,100.0,139.53418
_,_,100.0,89.86065
_,_,100.0,104.48681
_,_,100.0,126.52528
_,_,100.0,98.484406
_,_,100.0,118.39761
_,_,98.757614,94.540634
_,_,0.0,69.76715
_,_,0.0,105.17369
_,_,49.375145,62.04402
_,_,50.0,48.400978
_,_,50.0,117.07726
_,_,50.0,110.976265
_,_,50.0,82.16254
_,_,50.0,87.909065
_,_,50.0,65.845276
_,_,50.0,102.03579
_,_,50.0,106.98259
_,_,50.0,123.87635
_,_,50.0,66.027115
_,_,50.0,116.01326
_,_,50.0,44.70699
_,_,50.0,136.0382
_,_,50.0,98.81799
_,_,148.75029,61.84191
_,_,150.0,58.10625
_,_,150.0,69.16957
_,_,150.0,90.42499
_,_,150.0,63.75391
_,_,150.0,126.81942
_,_,150.0,94.56817
_,_,150.0,54.127098
_,_,150.0,93.36259
_,_,150.0,108.10191
_,_,100.624855,69.50678
_,_,100.0,56.413715
_,_,100.0,102.29101
_,_,100.0,90.2234
_,_,100.0,64.76849
_,_,100.0,105.98727
_,_,100.0,80.127
_,_,100.0,97.53852
_,_,100.0,92.826385
_,_,100.0,86.628006
_,_,100.0,70.7248
_,_,100.0,80.85774
_,_,99.37881,94.93411
_,_,50.0,60.016834
_,_,50.0,85.63675
_,_,50.0,75.63158
_,_,50.0,112.64979
_,_,50.0,105.79691
_,_,50.0,66.77632
_,_,50.0,89.540886
_,_,50.0,81.13409
_,_,50.0,114.46303
_,_,50.0,73.51441
_,_,50.0,131.6977
_,_,50.0,77.29661
_,_,50.0,118.0179
_,_,51.24239,57.21735
_,_,150.0,70.12167
_,_,150.0,55.616737
_,_,150.0,100.80409
_,_,150.0,110.15352
_,_,150.0,64.99809
_,_,150.0,78.63994
_,_,150.0,74.18899
_,_,150.0,80.43952
_,_,149.37881,94.39947
_,_,100.0,98.779205
_,_,100.0,83.13142
_,_,100.0,119.68317
_,_,100.0,115.036514
_,_,100.0,46.5979
_,_,100.0,84.07121
_,_,100.0,54.841633
_,_,100.0,77.82986
_,_,100.0,81.39917
_,_,100.0,95.48969
_,_,100.0,84.16041
_,_,100.0,91.00119
_,_,149.37515,73.87059
_,_,150.0,108.08624
_,_,150.0,89.81543
_,_,150.0,87.510735
_,_,150.0,86.739
_,_,150.0,65.155685
_,_,150.0,72.82406
_,_,150.0,85.08917
_,_,150.0,53.557293
